epoch,step,test_Energy_MAE,test_Energy_RMSE,test_Force_MAE,test_Force_RMSE,test_Magmom_MAE,test_Magmom_RMSE,test_Stress_MAE,test_Stress_RMSE,test_Total_Loss,train_Energy_MAE,train_Energy_RMSE,train_Force_MAE,train_Force_RMSE,train_Magmom_MAE,train_Magmom_RMSE,train_Stress_MAE,train_Stress_RMSE,train_Total_Loss,val_Energy_MAE,val_Energy_RMSE,val_Force_MAE,val_Force_RMSE,val_Magmom_MAE,val_Magmom_RMSE,val_Stress_MAE,val_Stress_RMSE,val_Total_Loss
52,9698,,,,,,,,,,0.010485921986401081,0.015004306100308895,0.07878775149583817,0.11737732589244843,0.0,0.0,0.0,0.0,0.014159576036036015,,,,,,,,,
53,9881,,,,,,,,,,,,,,,,,,,0.010966228321194649,0.015049055218696594,0.08301634341478348,0.13173511624336243,0.0,0.0,0.0,0.0,0.020450541749596596
53,9881,,,,,,,,,,0.010541344992816448,0.015069982036948204,0.07888556271791458,0.11748954653739929,0.0,0.0,0.0,0.0,0.014184936881065369,,,,,,,,,
54,10064,,,,,,,,,,,,,,,,,,,0.010793189518153667,0.014963221736252308,0.08350177854299545,0.13215865194797516,0.0,0.0,0.0,0.0,0.02063143253326416
54,10064,,,,,,,,,,0.010996670462191105,0.015539850108325481,0.07901595532894135,0.11751943826675415,0.0,0.0,0.0,0.0,0.014216085895895958,,,,,,,,,
55,10247,,,,,,,,,,,,,,,,,,,0.01382393017411232,0.017527371644973755,0.0827777087688446,0.13091281056404114,0.0,0.0,0.0,0.0,0.02007417008280754
55,10247,,,,,,,,,,0.011055322363972664,0.015745319426059723,0.07918745279312134,0.1176186054944992,0.0,0.0,0.0,0.0,0.014228319749236107,,,,,,,,,
56,10430,,,,,,,,,,,,,,,,,,,0.010137800127267838,0.015831852331757545,0.08354029804468155,0.13183964788913727,0.0,0.0,0.0,0.0,0.020370077341794968
56,10430,,,,,,,,,,0.012136783450841904,0.016696033999323845,0.07937110215425491,0.11755308508872986,0.0,0.0,0.0,0.0,0.01425689272582531,,,,,,,,,
57,10613,,,,,,,,,,,,,,,,,,,0.011361123993992805,0.015229443088173866,0.08394883573055267,0.13226884603500366,0.0,0.0,0.0,0.0,0.02082587033510208
57,10613,,,,,,,,,,0.012170626781880856,0.01671380177140236,0.07964805513620377,0.11766128987073898,0.0,0.0,0.0,0.0,0.014271977357566357,,,,,,,,,
58,10796,,,,,,,,,,,,,,,,,,,0.011536149308085442,0.018218060955405235,0.08235953003168106,0.1295768916606903,0.0,0.0,0.0,0.0,0.019500136375427246
58,10796,,,,,,,,,,0.013993670232594013,0.018455645069479942,0.07979203760623932,0.11765996366739273,0.0,0.0,0.0,0.0,0.014335259795188904,,,,,,,,,
59,10979,,,,,,,,,,,,,,,,,,,0.011057817377150059,0.017249567434191704,0.08296796679496765,0.13072387874126434,0.0,0.0,0.0,0.0,0.020129282027482986
59,10979,,,,,,,,,,0.014044483192265034,0.018582327291369438,0.07994739711284637,0.11770416796207428,0.0,0.0,0.0,0.0,0.014350973069667816,,,,,,,,,
60,11162,,,,,,,,,,,,,,,,,,,0.016945119947195053,0.0213920921087265,0.08456549793481827,0.13056500256061554,0.0,0.0,0.0,0.0,0.01986547000706196
60,11162,,,,,,,,,,0.015837328508496284,0.02025228925049305,0.08018465340137482,0.11760012805461884,0.0,0.0,0.0,0.0,0.014419689774513245,,,,,,,,,
61,11345,,,,,,,,,,,,,,,,,,,0.014906736090779305,0.020729945972561836,0.08732159435749054,0.13475362956523895,0.0,0.0,0.0,0.0,0.02132665552198887
61,11345,,,,,,,,,,0.018845170736312866,0.023156827315688133,0.08168554306030273,0.11917171627283096,0.0,0.0,0.0,0.0,0.014957158826291561,,,,,,,,,
62,11528,,,,,,,,,,,,,,,,,,,0.009680064395070076,0.01458717044442892,0.0826956257224083,0.12888303399085999,0.0,0.0,0.0,0.0,0.01924119144678116
62,11528,,,,,,,,,,0.017756327986717224,0.022308483719825745,0.08212257921695709,0.11974946409463882,0.0,0.0,0.0,0.0,0.015069376677274704,,,,,,,,,
63,11711,,,,,,,,,,,,,,,,,,,0.01050568837672472,0.014534053392708302,0.08242546766996384,0.1275063455104828,0.0,0.0,0.0,0.0,0.018325001001358032
63,11711,,,,,,,,,,0.017910683527588844,0.022159457206726074,0.08019611984491348,0.1171066090464592,0.0,0.0,0.0,0.0,0.01441112905740738,,,,,,,,,
64,11894,,,,,,,,,,,,,,,,,,,0.018372995778918266,0.022537553682923317,0.08173605054616928,0.12565770745277405,0.0,0.0,0.0,0.0,0.017801087349653244
64,11894,,,,,,,,,,0.022447021678090096,0.026263248175382614,0.08184950053691864,0.11901384592056274,0.0,0.0,0.0,0.0,0.01514278445392847,,,,,,,,,
65,12077,,,,,,,,,,,,,,,,,,,0.01602916046977043,0.022902008146047592,0.08353009074926376,0.12798398733139038,0.0,0.0,0.0,0.0,0.018895894289016724
65,12077,,,,,,,,,,0.02330479770898819,0.027754226699471474,0.08279240876436234,0.119874007999897,0.0,0.0,0.0,0.0,0.015467537567019463,,,,,,,,,
66,12260,,,,,,,,,,,,,,,,,,,0.029205534607172012,0.03306914493441582,0.09280643612146378,0.14175564050674438,0.0,0.0,0.0,0.0,0.023752259090542793
