timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-15T05:04:37,codecarbon,8627282a-41fc-4575-8896-2859a863fe89,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,41384.04717744002,0.4098555580757309,9.903708941718932e-06,77.5,84.66166752760074,94.21023416519164,0.8905296309178587,2.194394396069669,1.082477019050354,4.167401046037854,Brazil,BRA,,,,Linux-4.18.0-240.el8.x86_64-x86_64-with-glibc2.28,3.9.21,2.8.3,2,AMD EPYC 7452 32-Core Processor,1,1 x NVIDIA L40,-43.2192,-22.8305,251.2272911071777,machine,N,1.0
2025-04-16T14:08:12,codecarbon,c7a496c5-f3ba-4f4d-8604-140e9856c817,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,103043.37044610735,1.0576813920855423,1.0264429312691393e-05,77.5,84.8668830392917,94.21023416519165,2.2173292020881994,5.841914315749925,2.6952343778540944,10.75447789569226,Brazil,BRA,,,,Linux-4.18.0-240.el8.x86_64-x86_64-with-glibc2.28,3.9.21,2.8.3,2,AMD EPYC 7452 32-Core Processor,1,1 x NVIDIA L40,-43.2192,-22.8305,251.22729110717773,machine,N,1.0
